lic_ticker,lic_name,year_updated,kp_name,kp_year_joined,kp_role_chairman,kp_role_director,kp_role_investmentmanager,kp_role_title,kp_bio,kp_shares_owned,share_price_eoy,kp_share_value,kp_image_saved,kp_image_file_name,lic_id
PMC,Platinum Capital Limited,2023,Margaret Towers,2018,Yes,Yes,No,Chairperson and Independent Non-Executive Director,"Board Chair and a member of the Audit, Risk and Compliance Committee. 

Ms Towers has over 35 years' experience operating at board and senior management levels within the wealth management and investment banking sectors of the Australian financial services industry. 

Ms Towers is a Non-Executive Director of Platinum Asia Investments Limited. Ms Towers was previously a Non-Executive Director of Platinum Asset Management Limited (serving on its Audit, Risk and Compliance Committee and Nomination and Remuneration Committee) and IMB Limited (serving as Chair and member of IMB's Risk Committee, Audit Committee and Financial Planning Committee).",50000,1.27,63500,No,pmc_margaret_towers,
PMC,Platinum Capital Limited,2023,Ian Hunter,2021,No,Yes,No,Independent Non-Executive Director,"Member of the Audit, Risk and Compliance Committee. 

Mr Hunter has over 40 years' experience in finance and the investment industry having held several roles in corporate finance and equity capital markets at international banks. 

Mr Hunter is a Non-Executive Director of Platinum Asia Investments Limited and Ironbark Capital Limited and was previously a Non-Executive Director of several other listed companies.",100000,1.27,127000,No,pmc_ian_hunter,
PMC,Platinum Capital Limited,2023,Richard Morath,2009,No,Yes,No,Independent Non-Executive Director,"Chair of the Audit, Risk and Compliance Committee. 

Mr Morath has over 40 years' experience in life insurance, funds management, banking and financial planning. 

Mr Morath is a Non-Executive Director of Platinum Asia Investments Limited.",42372,1.27,53812,No,pmc_richard_morath,
PMC,Platinum Capital Limited,2023,Andrew Clifford,1994,No,No,Yes,Portfolio Manager. Chief Executive Officer and Co-Chief Investment Officer at Platinum Asset Management (Investment Manager).,"Andrew co-founded Platinum in 1994 as the Deputy Chief Investment Officer, having worked alongside Kerr Neilson for several years at Bankers Trust and perfecting the craft of uncovering the overlooked gems in the stock market. Andrew believed that irrational market sentiments and the consequential short-term volatility can often lead to opportunity in companies whose true worth is temporarily under-appreciated. The approach worked for Andrew at Bankers Trust where the BT Select Market Trust  Pacific Basin Fund that he managed was a great success, and he has been applying and refining the same methodology over 25 years to generate strong returns for Platinum's investors. 

Since taking over the role of Chief Investment Officer in 2013, Andrew has spent considerable time and effort on improving the organisational structure of the gradually-expanding investment team to make the execution of our investment process more seamless and efficient. Andrew's investment experience at Platinum has included managing/co-managing the Platinum International Technology Fund, the Platinum Asia Fund and the Platinum International Fund. He currently co-manages Platinum's Global strategies and Asia ex-Japan strategies. Andrew took over the role of Chief Executive Officer of the Platinum Group in July 2018.",,,,Yes,pmc_andrew_clifford,
PMC,Platinum Capital Limited,2023,Clay Smolinski,2006,No,No,Yes,Portfolio Manager. Co-Chief Investment Officer at Platinum Asset Management (Investment Manager).,"Graduating as dux of Finance from university and a brief stint as an accountant at Grant Thornton gave Clay the grounding to deconstruct financial statements. Having started as an analyst at Platinum in 2006, Clay went on to manage the Platinum European Fund in 2009 and become sector lead of the financials and services team. Clay currently manages the Platinum Global Fund (Long Only) as well as co-manages Platinum's Global strategies alongside Andrew Clifford. He is the leader of the technology and communications sector team. 

Clay was promoted to co-Chief Investment Officer in April 2021.",,,,Yes,pmc_clay_smolinski,
PMC,Platinum Capital Limited,2023,Nikola Dvornak,2006,No,No,Yes,Portfolio Manager,"Nik joined Platinum in 2006 as an analyst in the financials and services sector. He was appointed co-manager of the Platinum European Fund in 2014 and sole manager in 2017. In April 2021, Nik became a co-manager of Platinum's global strategies along with Andrew Clifford and Clay Smolinski. He remains co-manager of the Platinum European Fund and continues to cover the financials and services sector. 

Before joining Platinum, Nik worked as an analyst at the Reserve Bank of Australia (RBA), the Australian Prudential Regulation Authority (APRA) and Commonwealth Securities.",,,,Yes,pmc_nikola_dvornak,
PIA,Pengana International Equities Limited,2023,Francis Gooch,2017,Yes,Yes,No,Chairman and Independent Non-executive Director,"Mr Gooch was appointed as a Non-executive Director of the Company by the Board on 5 June 2017 and was elected by shareholders at the Company's 2017 Annual General Meeting. On 6 December 2017 he was appointed Chairman of Directors. He is also a member of the Company's Audit, Risk and Compliance Committee. 

Mr Gooch has over 26 years' experience in the LIC industry after having been an executive of Milton Corporation Limited since 1996. He became Chief Executive in 1999 and was made the Managing Director in 2004. Mr Gooch retired from Milton on 31 July 2018. 

Mr Gooch has also served as chairman of the LIC industry body, Australian Listed Investment Companies Association. Prior to joining Milton Corporation Limited Mr Gooch was an executive at Macquarie Bank Limited for 11 years.",70000,1.02,71400,No,pia_francis_gooch,
PIA,Pengana International Equities Limited,2023,Russel Pillemer,2017,No,Yes,No,Managing Director,"Mr Pillemer is the Managing Director of the Company. 

Mr Pillemer is also a Director and Chief Executive Officer of Pengana Capital Group Limited. 

Mr Pillemer co-founded Pengana in 2003 and has been its Chief Executive Officer since inception. Prior to founding Pengana, Mr Pillemer worked in the Investment Banking Division of Goldman Sachs in New York where he specialised in providing advice to funds management businesses. Before moving to New York, he was responsible for leading Goldman Sachs' Australian Financial Institutions Group. Mr Pillemer was previously Chairman of Centric Wealth Group and a Principal of Turnbull Pillemer Capital. 

He is a Chartered Accountants in Australia and New Zealand member and has a Bachelor of Commerce (Hons) from the University of New South Wales.",23809,1.02,24285,Yes,pia_russel_pillemer,
PIA,Pengana International Equities Limited,2023,David Groves,2017,No,Yes,No,Non-executive Director,"Mr Groves is a Non-executive Director of the Company. He is also a member of the Company's Audit, Risk and Compliance Committee. 

Mr Groves has over 25 years' experience as a company director. He is Chairman of Tasman Sea Salt Pty Ltd and is the Non-executive Independent Chairman of Pengana Capital Group Limited (ASX:PCG) and HandG High Conviction Limited (ASX:HCF). He is also a Non- executive Director of Redcape Hotel Group Management Ltd as responsible entity of the Redcape Hotel Group. He is a former Director of EQT Holdings Ltd, Tassal Group Ltd and GrainCorp Ltd and a former executive with Macquarie Bank Limited and its antecedent, Hill Samuel Australia. Mr Groves is a member of the Council of Wollongong University. He is a member of Chartered Accountants Australia and New Zealand.",52446,1.02,53495,Yes,pia_david_groves,
PIA,Pengana International Equities Limited,2023,Sandi Orleow,2019,No,Yes,No,Independent Non-Executive Director,"Ms Orleow is a Non-executive Director of the Company. She is also Chairman of the Company's Audit, Risk and Compliance Committee. 

Ms Orleow brings to the PIA Board over two decades of experience in financial services across superannuation, funds management, consulting and research. Having started her career at Arthur Andersen as a Chartered Accountant, she became the Head of Consulting at Brockhouse Cooper in South Africa and then a Senior Investment Consultant and Head of Private Markets at Towers Watson Australia. She established her own consulting business in 2011. 

Ms Orleow is also a Trustee Director of Active Super, is a member of the Investment Advisory Board of ACT Treasury and is a Director of the CFA Sydney Society and CFA Australia National Diversity Chair. 

Ms Orleow is a CFA Charterholder, a graduate of the Australian Institute of Company Directors and a Banking + Finance Oath Signatory.",10000,1.02,10200,No,pia_sandi_orleow,
PIA,Pengana International Equities Limited,2023,Peter Baughan,2021,No,No,Yes,Portfolio Manager at Harding Loevner (Investment Manager),"Mr Baughan is a Portfolio Manager of the Global Equity and World Equity strategies at Harding Loevner, where is also a Partner. Mr Braughan joined Harding Loevner in 1997, after roles at Rockefeller and Co, and Chase Manhattan Bank.",,,,Yes,pia_peter_baughan,
PIA,Pengana International Equities Limited,2023,Jingyi Li,2021,No,No,Yes,Portfolio Manager at Harding Loevner (Investment Manager),"Mr Li is a Portfolio Manager of the Global Equity,  World Equity and Chinese Equity strategies at Harding Loevner, where is also a Partner. Mr Li joined Harding Loevner in 2010, after roles at New China Capital Management, China International Economics Consultants and Accenture.",,,,Yes,pia_jingyi_li,
WAM,WAM Capital Limited,2023,Geoff Wilson AO,1999,Yes,Yes,No,Chairman - Non-independent,"Chairman of the Board.

Geoff Wilson has over 43 years' direct experience in investment markets having held a variety of senior investment roles in Australia, the UK and the US. Geoff founded Wilson Asset Management in 1997 and created Australia's first listed philanthropic wealth creation vehicles, Future Generation Australia Limited and Future Generation Global Limited. Geoff holds a Bachelor of Science, a Graduate Management Qualification and is a Fellow of the Financial Services Institute of Australia and the Australian Institute of Company Directors (AICD).

Geoff Wilson is currently Chairman of WAM Capital Limited (appointed March 1999), WAM Research Limited (appointed June 2003), WAM Active Limited (appointed July 2007), WAM Microcap Limited (appointed March 2017), WAM Global Limited (appointed February 2018) and WAM Strategic Value Limited (appointed March 2021). He is the founder and a Director of Future Generation Australia Limited (appointed July 2014) and Future Generation Global Limited (appointed May 2015) and a Director of WAM Alternative Assets Limited (appointed September 2020), Global Value Fund Limited (appointed April 2014) and Hearts and Minds Investments Limited (appointed September 2018).",941143,1.52,1430537,Yes,wam_geoff_wilson,
WAM,WAM Capital Limited,2023,Kate Thorley,2016,No,Yes,No,Director - Non-independent,"Kate Thorley has over 18 years' experience in the funds management industry and more than 24 years of financial accounting and corporate governance experience. Kate is the Chief Executive Officer of Wilson Asset Management (International) Pty Limited, Director of WAM Capital Limited, WAM Active Limited, WAM Research Limited, WAM Microcap Limited, WAM Global Limited, WAM Strategic Value Limited, Future Generation Australia Limited and Future Generation Global Limited. She holds a Bachelor of Commerce, a Graduate Diploma in Applied Finance and Investment, Graduate Diploma of Applied Corporate Governance and is a fully qualified CA. She is a Graduate member of the AICD (GAICD).

Kate Thorley is a Director of WAM Active Limited (appointed July 2014), WAM Research Limited (appointed August 2014), Future Generation Australia Limited (appointed April 2015), WAM Capital Limited (appointed August 2016), WAM Microcap Limited (appointed March 2017), WAM Global Limited (appointed February 2018), Future Generation Global Limited (appointed March 2021) and WAM Strategic Value Limited (appointed March 2021).",57491,1.52,87386,Yes,wam_kate_thorley,
WAM,WAM Capital Limited,2023,Dr. Philippa Ryan,2018,No,Yes,No,Director - Independent,"Member of the Audit and Risk Committee. 

Dr. Philippa Ryan is an experienced legal academic with experience in commercial law, corporate governance, finance and technology. Dr Ryan is an honorary associate professor in the Australian National University's (ANU) College of Law and former program director of the ANU Master of Laws. She has authored books and articles on blockchain technology, digital economies, and crypto currencies. She is a non-executive director on the Board of Landers and Rogers, a member of the Standards Australia blockchain technical committee, and a former member of ASIC's Fintech Advisory Committee. She was lead author of the ISO technical specification for smart contracts. Dr Ryan holds a number of legal and academic qualifications including BA, LLB (Hons), Master of Education, and PhD (Law).",0,1.52,0,No,wam_philippa_ryan,
WAM,WAM Capital Limited,2023,James Chirnside,2003,No,Yes,No,Director - Independent,"Chairman of the Audit and Risk Committee. 

James Chirnside has been involved in financial markets for over 32 years mainly as an equities fund manager across a broad range of sectors. James is currently Chairman and Managing Director of Dart Mining NL. Prior to this, James worked as a fund manager and proprietary metals trader in Sydney, Hong Kong, London, and Melbourne. Between 2002 and 2012, James ran equities fund manager Asia Pacific Asset Management. From 2000-2001, James worked for Challenger Financial Group in Sydney as a product manager responsible for hedge fund investments. During the 1990s, James managed frontier and emerging market hedge funds in Hong Kong and London for Regent Fund Management (now London AIM listed Charlemagne Capital). Between 1988 and 1992, James ran a proprietary trading book for County NatWest Investment Bank, based in London. 

James Chirnside is a Director of Cadence Capital Limited (appointed February 2005), Dart Mining NL (appointed June 2015) and IPE Limited (appointed August 2018).",45350,1.52,68932,No,wam_james_chirnside,
WAM,WAM Capital Limited,2023,Lindsay Mann,2012,No,Yes,No,Director - Independent,"Member of the Audit and Risk Committee. 

Lindsay has more than 46 years' financial services experience. He was formerly Chairman of Premium Investors Pty Limited (formerly Premium Investors Limited). Prior to that Lindsay was CEO (Singapore) and Regional Head Asia for First State Investments, the Asian business of Colonial First State Global Asset Management. Prior to this, Lindsay was CEO of AXA Investment Managers in Hong Kong. He is a Fellow of the Institute of Actuaries of Australia and a Graduate member of the Australian Institute of Company Directors. 

Lindsay is currently an independent non-executive director and chair of the board of Uniting Ethical Investors Limited, an independent Director of WAM Leaders Limited (appointed March 2016), Wealth Defender Equities Pty Limited (appointed October 2018) and Century Australia Investments Pty Limited (appointed March 2019).",63880,1.52,97098,No,wam_lindsay_mann,
WAM,WAM Capital Limited,2023,Matthew Pancino,2020,No,Yes,No,Director - Independent,"Member of the Audit and Risk Committee. 

Matthew is a noted technology, operations and transformation expert with 31 years' experience gained in leading organisations within the communications, banking and funds management sectors. Matthew is currently a Director, Industry Solutions Practice Lead, Asia Pacific at Google LLC. Matthew has previously served as Chief Technology Officer for the Commonwealth Bank of Australia Group, Chief Executive Officer for Suncorp Business Services, Group Executive  Operations and Chief Information Officer for Perpetual Limited and Head of Transformation at Telstra Corporation Limited. He holds a Bachelor of Science (Computer Science), is a member of the Australian Institute of Company Directors and has completed executive education at INSEAD and Stanford University School of Business.",0,1.52,0,No,wam_matthew_pancino,
WAM,WAM Capital Limited,2023,Angus Barker,2023,No,Yes,No,Director - Independent,"Angus has been a trusted adviser to corporations and governments for decades. Angus is an investment banker by training, with over 20 years' experience as a mergers and acquisitions and capital markets adviser in Hong Kong, Australia and the United Kingdom. Most recently, Angus has served eight years as Chief of Staff or Senior Adviser to Australian Government Ministers in two of the key economic portfolios, in relation to policy matters including superannuation, financial services, the digital economy, and foreign investment. Angus has a Master of Philosophy degree from the University of Cambridge and a Bachelor of Commerce (Honours) degree from the University of Melbourne. 

Angus is currently an independent Non-Executive Director of Australian Rare Earths (appointed March 2023).",70000,1.52,106400,No,wam_angus_barker,
WAM,WAM Capital Limited,2023,Oscar Oberg,2016,No,No,Yes,Lead Portfolio Manager,"Oscar has more than 14 years' experience in financial markets. Before joining Wilson Asset Management, Oscar worked as a sell-side analyst at CLSA and three years at Grant Thornton working in transaction advisory services. Oscar is the Lead Portfolio Manager responsible for WAM Capital, WAM Microcap, WAM Research and WAM Active.",,,,Yes,wam_oscar_oberg,
WAM,WAM Capital Limited,2023,Tobias Yao,2014,No,No,Yes,Portfolio Manager,"Tobias joined Wilson Asset Management in 2014 and works within WAM Capital, WAM Microcap, WAM Research and WAM Active. Tobias has over 13 years' experience in the investment industry. Prior to this he spent five years as an investment analyst at Pengana Capital, and previously worked in Ernst and Young's transaction advisory services division.",,,,Yes,wam_tobias_yao,
PIC,Perpetual Equity Investment Company Limited,2023,Nancy Fox,2015,Yes,Yes,No,Chairman and Non-Executive Director,"Chairman of the Board. Member of the Nomination and Corporate Governance Committee. Member of the Audit and Risk Committee.

Nancy Fox is currently a Non-Executive Director of Perpetual Limited, the Chairman of Perpetual People and Remuneration Committee and a member of Perpetual Audit, Risk and Compliance Committee. She is also the Chairman of Mission Australia Housing and a Non-Executive Director of Lawcover Pty Ltd, Mission Australia, Aspect Studios Pty Ltd and the Rural Fire Benevolent Fund. 

Nancy has over 30 years of experience in financial services, securitisation and risk management gained in Australia, the US and across Asia. A lawyer by training, she was Managing Director for Ambac Assurance Corporation from 2001 to 2011, Managing Director of ABN Amro Australia from 1997 to 2001 and Vice President of Citibank. ",324981,1.17,380228,Yes,pic_nancy_fox,
PIC,Perpetual Equity Investment Company Limited,2023,Virginia Malley,2014,No,Yes,No,Non-Executive Director,"Chairman of the Audit and Risk Committee. Member of the Nomination and Corporate Governance Committee of the Company.

Virginia Malley is currently a Non-Executive Director of icare, Chair of the Review Panel of the Australian Carbon Industry Code Of Conduct, Chair of the Pinnacle Fund Services and Bell Asset Management Compliance Committees, and member of the Future Super Investment and Risk Committees. 

Virginia Malley has over 30 years of experience in financial services and environmental markets, corporate governance, risk management and regulatory compliance. Virginia has previously served on the boards of the Clean Energy Regulator, the Biodiversity Conservation Trust, Morphic Ethical Equities Fund Ltd, Macquarie Investment Management Ltd, Perpetual Superannuation Limited, and the Nature Conservation Trust of NSW. In her executive career, she was the Chief Risk Officer at Macquarie Funds Management Group, overseeing risk management of portfolios worth more than $85 billion and invested in clean technologies, publicly traded debt securities, listed equities, derivatives, currencies and private equity.",160485,1.17,187767,Yes,pic_virginia_malley,
PIC,Perpetual Equity Investment Company Limited,2023,John Edstein,2014,No,Yes,No,Non-Executive Director,"Chairman of the Nomination and Corporate Governance Committee. Member of the Audit and Risk Committee of the Company.

John Edstein is currently a Director of Macquarie Investment Management Limited (MIML) (appointed 1 July 2013) and the Chairman of that board (appointed 16 November 2017). MIML is the trustee of Macquarie's publicly offered superannuation fund and operator of Macquarie's investment platform business. John is a Director and shareholder of, and Special Counsel for, Walsh Bay Partners Pty Ltd (a boutique financial advisory business for high net worth individuals, families and foundations). 

John Edstein has over 40 years of experience as a legal practitioner. His primary practice areas have been superannuation, life insurance and trusts and the tax aspects of those areas. That experience has included extensive consideration of corporate law, corporate governance and the legal aspects of investment structures. John was a Director of Retail Employees Superannuation Pty Ltd (Trustee of the Retail Employees Superannuation Trust (REST)) from 2013 to 2020. He was a partner in the Tax and Superannuation Group of King and Wood Mallesons (formerly Mallesons Stephen Jaques) from 1990 to 2012 and was National Practice Team Leader of that group from 2006 to 2011. He was a member of the Law Council of Australia Superannuation Committee from 1988 to 2008 and is now an Emeritus Member and is a member of the Tax Institute of Australia and is a Chartered Tax Adviser.",130648,1.17,152858,Yes,pic_john_edstein,
PIC,Perpetual Equity Investment Company Limited,2023,Amanda Apted (Gillespie),2021,No,Yes,No,Executive Director,"Amanda Apted (Gillespie) is a Director of Perpetual Investment Management Limited (Investment Manager). Amanda is also the Chief Executive of Perpetual Asset Management Australia. She is responsible for leading the Australian Asset Management division of Perpetual, which includes the Australian Equities, Credit and Fixed Income, Global Innovation Share and Multi Asset investment management teams. Amanda joined Perpetual in February 2018 and has held the prior roles of General Manager Client Solutions and Strategy and more recently, General Manager Perpetual Investments. 

Amanda Apted (Gillespie) has more than 21 years of experience in asset management and investment research. Prior to joining Perpetual, Amanda was Chief Executive Officer of Lonsec where she played a key role in building out Lonsec's investment and superannuation research and consulting capabilities.",0,1.17,0,Yes,pic_amanda_apted,
PIC,Perpetual Equity Investment Company Limited,2023,Vince Pezzullo,2014,No,No,Yes,Portfolio Manager. Head of Equities at Perpetual Investment Management Limited (Investment Manager).,"Vince is the Head of Equities and the Portfolio Manager at Perpetual Asset Management for the Australian Share, Geared Australian Share and Concentrated Equity strategies, and Portfolio Manager for the Perpetual Equity Investment Company (ASX:PIC). 

Vince joined Perpetual Asset Management Australia in July 2007 as an Analyst and since that time has covered the chemicals, diversified financials, banking, telecommunications, building materials and REITS sectors. 

Prior to joining Perpetual, Vince was a senior portfolio manager/analyst in the large cap Australian equities team at Deutsche Asset Management and led the top 100 equities team. In addition, he had stock research responsibilities across a large number of sectors. 

Vince was also a portfolio manager for a number of client portfolios and researched international stocks as part of the international equity division State Super (subsequently Deutsche). Prior to this, Vince worked in corporate finance and foreign currency for Monte Paschi Australia Limited. 

Vince has a Bachelor of Commerce with a major in Economics and Finance.",,,,Yes,pic_vince_pezzullo,
WAX,WAM Research Limited,2023,Geoff Wilson AO,2003,Yes,Yes,No,Chairman - Non-independent,"Chairman of the Board.

Geoff Wilson has over 43 years' direct experience in investment markets having held a variety of senior investment roles in Australia, the UK and the US. Geoff founded Wilson Asset Management in 1997 and created Australia's first listed philanthropic wealth creation vehicles, Future Generation Australia Limited and Future Generation Global Limited. Geoff holds a Bachelor of Science, a Graduate Management Qualification and is a Fellow of the Financial Services Institute of Australia and the Australian Institute of Company Directors (AICD).

Geoff Wilson is currently Chairman of WAM Capital Limited (appointed March 1999), WAM Research Limited (appointed June 2003), WAM Active Limited (appointed July 2007), WAM Microcap Limited (appointed March 2017), WAM Global Limited (appointed February 2018) and WAM Strategic Value Limited (appointed March 2021). He is the founder and a Director of Future Generation Australia Limited (appointed July 2014) and Future Generation Global Limited (appointed May 2015) and a Director of WAM Alternative Assets Limited (appointed September 2020), Global Value Fund Limited (appointed April 2014) and Hearts and Minds Investments Limited (appointed September 2018).",120242,1.12,134671,Yes,wax_geoff_wilson,
WAX,WAM Research Limited,2023,Kate Thorley,2014,No,Yes,No,Director - Non-independent,"Member of the Audit and Risk Committee.

Kate Thorley has over 18 years' experience in the funds management industry and more than 24 years of financial accounting and corporate governance experience. Kate is the Chief Executive Officer of Wilson Asset Management (International) Pty Limited, Director of WAM Capital Limited, WAM Active Limited, WAM Research Limited, WAM Microcap Limited, WAM Global Limited, WAM Strategic Value Limited, Future Generation Australia Limited and Future Generation Global Limited. She holds a Bachelor of Commerce, a Graduate Diploma in Applied Finance and Investment, Graduate Diploma of Applied Corporate Governance and is a fully qualified CA. She is a Graduate member of the AICD (GAICD).

Kate Thorley is a Director of WAM Active Limited (appointed July 2014), WAM Research Limited (appointed August 2014), Future Generation Australia Limited (appointed April 2015), WAM Capital Limited (appointed August 2016), WAM Microcap Limited (appointed March 2017), WAM Global Limited (appointed February 2018), Future Generation Global Limited (appointed March 2021) and WAM Strategic Value Limited (appointed March 2021).",68317,1.12,76515,Yes,wax_kate_thorley,
WAX,WAM Research Limited,2023,Julian Gosse,2003,No,Yes,No,Director - Independent,"Member of the Audit and Risk Committee. 

Julian Gosse has spent the last 25 years of his career working as a Professional Director of Public Companies. Prior to that he was involved in the stockbroking, merchant banking and venture capital industries. 

Julian Gosse is a Director of Clime Capital Limited (appointed November 2003).",0,1.12,0,No,wax_julian_gosse,
WAX,WAM Research Limited,2023,John Abernethy,2003,No,Yes,No,Director - Independent,"Chairman of the Audit and Risk Committee. 

John Abernethy has over 40 years' experience in funds management and corporate advisory. He spent ten years at NRMA Investments as Head of Equities. In 1994 he joined Poynton Corporate Limited as an Executive Director before forming Clime Investment Management Limited (formerly Loftus Capital Partners Limited) in 1996. John was also appointed Chairman of Clime Capital Limited in July 2009. He has a Bachelor of Law and Commerce from The University of New South Wales. 

John Abernethy is Chairman of Clime Capital Limited (appointed July 2009) and Clime Investment Management Limited (appointed July 2000).",10000,1.12,11200,No,wax_john_abernethy,
WAX,WAM Research Limited,2023,Oscar Oberg,2016,No,No,Yes,Lead Portfolio Manager,"Oscar has more than 14 years' experience in financial markets. Before joining Wilson Asset Management, Oscar worked as a sell-side analyst at CLSA and three years at Grant Thornton working in transaction advisory services. Oscar is the Lead Portfolio Manager responsible for WAM Capital, WAM Microcap, WAM Research and WAM Active.",,,,Yes,wax_oscar_oberg,
WAX,WAM Research Limited,2023,Tobias Yao,2014,No,No,Yes,Portfolio Manager,"Tobias joined Wilson Asset Management in 2014 and works within WAM Capital, WAM Microcap, WAM Research and WAM Active. Tobias has over 13 years' experience in the investment industry. Prior to this he spent five years as an investment analyst at Pengana Capital, and previously worked in Ernst and Young's transaction advisory services division.",,,,Yes,wax_tobias_yao,
AMH,AMCIL Limited,2023,Rupert Myer AO,2000,Yes,Yes,No,Chairman and Independent Non-Executive Director,"Chairman of the Investment Committee. 

Mr Myer was elected to the Board in January 2000 and appointed Chairman in 2020. Currently, he is President of The Myer Foundation, Chairman of the Yulgilbar Group and a Director of Mutual Trust Pty Limited and The Myer Family Investments Ltd. Mr Myer was formerly Deputy Chairman of Myer Holdings Ltd, Director of Diversified United Investments Limited, eCargo Holdings Limited and Healthscope Limited.",2099789,1,2099789,Yes,amh_rupert_myer,
AMH,AMCIL Limited,2023,Mark Freeman,2007,No,Yes,Yes,Managing Director,"Member of the Investment Committee. Managing Director of Australian Investment Company Services Limited. 

Mr Freeman became Chief Executive Officer and Managing Director in January 2018 having been Chief Investment Officer since joining the Company in February 2007. Prior to this he was a Partner with Goldman Sachs JBWere where he spent 12 years advising the investment companies on their investment and dealing activities. He has a deep knowledge and experience of investment markets and the Company's approaches, policies and processes. He is also Managing Director of Australian Foundation Investment Company Limited, Djerriwarrh Investments Limited and Mirrabooka Investments Limited.",1057535,1,1057535,Yes,amh_mark_freeman,
AMH,AMCIL Limited,2023,Jodie Auster,2021,No,Yes,No,Independent Non-Executive Director,"Dr Auster joined the Board in February 2021. Dr Auster is currently working on global strategy and organisational effectiveness at Uber. Prior to this role, she led Uber Eats across Asia Pacific as the Regional General Manager. Previously, Dr Auster was a Director of Customer Operations and Vice President of People for Thumbtack in San Francisco, and a consultant for Bain and Company in Australia. Dr Auster has extensive experience working with global technology platforms and has led several start-up businesses to achieve scale.",43103,1,43103,Yes,amh_jodie_auster,
AMH,AMCIL Limited,2023,Roger Brown,2014,No,Yes,No,Independent Non-Executive Director,"Member of the Investment Committee. 

Mr Brown was appointed to the Board in February 2014. He has been the Non-Executive Chairman of ARB Corporation Limited since 2016. Mr Brown also held the position of Executive Chairman of the company from 1987 to 2016. 

Mr Brown has wide experience as a CEO and Director and brings to the company a wealth of knowledge from ARB Corporation's involvement in the automotive industry in Australia and overseas.",2110766,1,2110766,Yes,amh_roger_brown,
AMH,AMCIL Limited,2023,Paula Dwyer,2023,No,Yes,No,Independent Non-Executive Director,"Ms Dwyer joined the Board in June 2023. She is Chair of Allianz Australia Limited and Elenium Automation Pty Limited and a Non-Executive Director of Dexus Funds Management Limited, Lion Pty Limited and Lion Global Beverages, where she is Chair of the Audit, Risk and Compliance committees. She is a member of the Committee of the Melbourne Cricket Club. 

Paula has been a Non-Executive Director for over 20 years following an executive career in investment banking and funds management. She has significant experience across financial services, investment management, healthcare, energy, utilities and infrastructure, gambling entertainment, property and construction, corporate finance and mergers and acquisitions. 

Ms Dwyer's previous roles include as Non-Executive Director of ANZ Banking Group Limited (where she was Chair of the Audit Committee), Suncorp Group Limited, Astro Japan Property Group Limited, Fosters Group Limited, David Jones Limited and Promina Group Limited. She was formerly Chair of Tabcorp Holdings Limited and Healthscope Limited and Deputy Chair of Leighton Holdings Limited.",0,1,0,Yes,amh_paula_dwyer,
AMH,AMCIL Limited,2023,Michael J Hirst,2019,No,Yes,No,Independent Non-Executive Director,"Chairman of the Audit Committee. 

Mr Hirst joined the Board in January 2019. He is a Director of AMP Limited, Butn Limited, GMHBA Limited, GMHBA Services Limited and Deputy Chairman of Racing Victoria Limited. He was Managing Director and Chief Executive Officer of Bendigo and Adelaide Bank Ltd from 2009 to 2018. He previously held senior executive and management positions with Colonial Limited, Chase AMP Bank Limited and Westpac Banking Corporation. He is an honorary member of the Business Council of Australia and was a member of the COVID Commission.",246276,1,246276,Yes,amh_michael_hirst,
AMH,AMCIL Limited,2023,Jon Webster AM,2016,No,Yes,No,Independent Non-Executive Director,"Member of the Audit and Investment Committees. 

Mr Webster was appointed to the Board in November 2016. Mr Webster was a partner of Allens practicing in the area of mergers and acquisitions for over 30 years and was a Board member of Allens for 12 years. He is a Trustee of the R E Ross Trust, a Director of Hillview Quarries Pty Ltd and an independent member of ASIC's Audit and Risk Committee. He was a Senior Fellow of the Law School of The University of Melbourne for over 20 years. He is a former Chairman of the Audit Committee of the Northern Land Council and of the Corporations Committee of the Law Council of Australia. He is also a former Director of the Human Rights Law Centre, a former member of the ASX's Listings Advisory Panel and of the Federal Government's Consultative Group to the Corporations Law Simplification Task Force.",2241217,1,2241217,Yes,amh_jon_webster,
AMH,AMCIL Limited,2023,Kieran Kennedy,2001,No,No,Yes,Portfolio Manager,"Kieran has over 18 years' experience with the group, having commenced in 2001, initially in an Accounting role. He relocated to London to continue working in the financial services industry in 2005. 

Upon his return in 2006, Kieran commenced his current focus on researching emerging and midcap companies. He progressed to Portfolio Management responsibilities in 2018. 

Kieran holds a Bachelor of Commerce from Melbourne University, and is a CPA and CFA charterholder.",,,,Yes,amh_kieran_kennedy,
DJW,Djerriwarrh Investments Limited,2023,Graham B Goldsmith AO,2013,Yes,Yes,No,Chairman and Independent Non-Executive Director,"Chairman of the Investment Committee. Member of the Nomination Committee. Non-Executive Director of the Company's associated entity, Australian Investment Company Services Limited (AICS). 

Mr Goldsmith is a Company Director who was appointed to the Board in April 2013, appointed Deputy Chairman in May 2020 and appointed Chairman in October 2022. He is Chairman of SEEK Limited, Deputy Chairman of Gandel Foundation and a Panel Member of Adara Partners. Mr Goldsmith is a former Vice Chairman and a former Managing Director of Goldman Sachs Australia, and its predecessor firm Goldman Sachs JBWere. He was also previously the Chancellor of Swinburne University of Technology.",232136,2.84,659266,Yes,djw_graham_goldsmith,
